source_path,FY,period,section,line_label,series_id,value,unit,row_role,source_file,source_cell,formula,source_status,source_basis,model_id,quarter_composition,actual_quarters,forecast_quarters,replacement_flag,value_status,residual_vs_official,scenario_name,scenario_role,fed_path,availability_status
MBU26 official,2001,FY2001,Key volumes,Light RUC net km,light_ruc_net_km,5664.92423,million km,bridge_input,mbu26_annual_spine.csv,C10,,ACTUAL,MBU26 official source row,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,Light RUC net revenue,light_ruc_net_revenue,127.276975146667,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D33,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,Heavy RUC net revenue,heavy_ruc_net_revenue,449.607653208889,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D34,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,Light BEV RUC net revenue,light_bev_ruc_net_revenue,0.0,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D35,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,0.0,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D36,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,PHEV RUC net revenue,phev_ruc_net_revenue,0.0,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D37,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,RUC refunds,ruc_refunds,25.7306666666667,$m nominal ex GST,deduction,mbu26_annual_spine.csv,D38,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,Gross RUC,gross_ruc_revenue,602.615295022222,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D39,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,RUC admin,ruc_admin_revenue,11.139,$m nominal ex GST,deduction,mbu26_annual_spine.csv,D40,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,RUC net admin,ruc_revenue_net_admin,591.476295022222,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D41,gross_ruc_revenue - ruc_admin_revenue,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,RUC,RUC net admin/refunds,total_ruc_net_revenue,565.745628355555,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D42,ruc_revenue_net_admin - ruc_refunds,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,FED,Gross PED,gross_ped_revenue,959.111323,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D45,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,FED,LPG,gross_lpg_revenue,26.796,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D46,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,FED,CNG,gross_cng_revenue,0.389,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D47,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,FED,Gross FED,gross_fed_revenue,986.296323,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D48,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,FED,FED refunds,fed_refunds,22.4151111111111,$m nominal ex GST,deduction,mbu26_annual_spine.csv,D49,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,FED,Net FED,net_fed_revenue,963.881211888889,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D50,gross_fed_revenue - fed_refunds,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,MVR,MR1,mr1_revenue,151.362,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D53,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,MVR,MR2,mr2_revenue,30.545,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D54,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,MVR,MR13,coo_revenue,6.154,$m nominal ex GST,deduction,mbu26_annual_spine.csv,D55,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,MVR,Gross MVR,gross_mvr_revenue,188.061,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D56,mr1_revenue + mr2_revenue + coo_revenue,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,MVR,MVR admin,mvr_admin_revenue,28.091,$m nominal ex GST,deduction,mbu26_annual_spine.csv,D57,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,MVR,MVR net admin & COO,mvr_revenue_net_admin_coo,153.816,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D58,mr1_revenue + mr2_revenue - mvr_admin_revenue,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,MVR,MVR refunds,mvr_refunds,0.574,$m nominal ex GST,deduction,mbu26_annual_spine.csv,D59,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,MVR,MVR net admin/refunds/COO,net_mvr_revenue,153.242,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D60,mvr_revenue_net_admin_coo - mvr_refunds,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,TUC,TUC net revenue,tuc_net_revenue,0.0,$m nominal ex GST,leaf,mbu26_annual_spine.csv,D63,,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,Totals,Total gross revenues,total_gross_revenue,1776.97261802222,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D66,gross_ruc_revenue + gross_fed_revenue + gross_mvr_revenue + tuc_net_revenue,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,Totals,Total admin fees,total_admin_fees,45.384,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D67,ruc_admin_revenue + mvr_admin_revenue + coo_revenue,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,Totals,Total revenues net of admin fees,total_revenue_net_admin,1731.58861802222,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D68,total_gross_revenue - total_admin_fees,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
MBU26 official,2002,FY2002,Totals,Total refunds,total_refunds,48.7197777777778,$m nominal ex GST,aggregate,mbu26_annual_spine.csv,D69,ruc_refunds + fed_refunds + mvr_refunds,ACTUAL,MBU26 official source row,,2001Q3; 2001Q4; 2002Q1; 2002Q2,2001Q3; 2001Q4; 2002Q1; 2002Q2,,False,actual,0.0,mbu26_official,official_comparator,MBU26,available
