source_path,FY,period,section,line_label,series_id,value,unit,row_role,source_file,source_cell,formula,source_status,source_basis,vktpc_source_file,vktpc_source_cell,vktpc_source_status,population_source_file,population_source_cell,population_source_status,model_id,quarter_composition,actual_quarters,forecast_quarters,replacement_flag,value_status,residual_vs_official,scenario_name,scenario_role,fed_path,availability_status,forecast_segment,section_order,line_order,source_path_order,composition_mode,composition_mode_order,stack_role,formula_role,stack_note,signed_contribution,stack_value,raw_value,stack_value_clean,chart_visible,legend_visible,net_effect_group,clean_stack_value,stack_unit,stack_balance_value,stack_balance_residual,stack_balance_status,stack_total_by_FY,overlay_total_value,overlay_series_id,overlay_label,stack_overlay_residual,stack_overlay_status,clean_stack_total_by_FY,clean_overlay_total_value,clean_overlay_residual,clean_overlay_status,formula_residual,formula_residual_abs,formula_residual_status
BEFU26 official,2001,FY2001,RUC,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,0.0,$m nominal ex GST,leaf,annual_spine.csv,B31,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,13,0,Gross-to-net bridge audit,0,component_positive,gross_component,,0.0,0.0,0.0,0.0,True,True,heavy_bev_ruc_net_revenue,0.0,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,RUC,PHEV RUC net revenue,phev_ruc_net_revenue,0.0,$m nominal ex GST,leaf,annual_spine.csv,B32,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,14,0,Gross-to-net bridge audit,0,component_positive,gross_component,,0.0,0.0,0.0,0.0,True,True,phev_ruc_net_revenue,0.0,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,RUC,RUC refunds,ruc_refunds,23.3564444444444,$m nominal ex GST,deduction,annual_spine.csv,B33,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,15,0,Gross-to-net bridge audit,0,component_negative,refund_deduction,RUC refunds are present in Gross RUC and Total refunds; the bridge shows the gross add-back and the signed refund deduction.,-23.3564444444444,-23.3564444444444,23.3564444444444,0.0,False,False,ruc_refunds_internal_zero_net_pair,0.0,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,RUC,RUC refunds gross add-back,ruc_refunds_gross_addback,23.3564444444444,$m nominal ex GST,bridge_addback,annual_spine.csv,B33,"Gross-to-net bridge add-back: Gross RUC already includes RUC refunds, so this positive row allows the explicit refund deduction to remain visible without changing Total NLTF revenue.",derived_bridge_addback,runtime_bridge_audit,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,,befu26_official,official_comparator,BEFU26,available,,1,16,0,Gross-to-net bridge audit,0,component_positive,gross_addback,"Gross-to-net bridge add-back: Gross RUC already includes RUC refunds, so this positive row allows the explicit refund deduction to remain visible without changing Total NLTF revenue.",23.3564444444444,23.3564444444444,23.3564444444444,0.0,False,False,ruc_refunds_internal_zero_net_pair,0.0,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,RUC,Gross RUC,gross_ruc_revenue,556.677429315556,$m nominal ex GST,aggregate,annual_spine.csv,B34,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,17,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,556.677429315556,,False,False,gross_ruc_revenue,,,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,5.684341886080801e-13,5.684341886080801e-13,reconciled
BEFU26 official,2001,FY2001,RUC,RUC admin,ruc_admin_revenue,10.556,$m nominal ex GST,deduction,annual_spine.csv,B35,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,18,0,Gross-to-net bridge audit,0,component_negative,deduction,,-10.556,-10.556,10.556,-10.556,True,True,ruc_admin_revenue,-10.556,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,RUC,RUC net admin,ruc_revenue_net_admin,546.121429315556,$m nominal ex GST,aggregate,annual_spine.csv,B36,gross_ruc_revenue - ruc_admin_revenue,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,19,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,546.121429315556,,False,False,ruc_revenue_net_admin,,,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,1.1368683772161603e-13,1.1368683772161603e-13,reconciled
BEFU26 official,2001,FY2001,RUC,RUC net admin/refunds,total_ruc_net_revenue,522.764984871111,$m nominal ex GST,aggregate,annual_spine.csv,B37,ruc_revenue_net_admin - ruc_refunds,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,20,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,522.764984871111,,False,False,total_ruc_net_revenue,,,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,-6.821210263296962e-13,6.821210263296962e-13,reconciled
BEFU26 official,2001,FY2001,FED,Gross PED,gross_ped_revenue,965.562122,$m nominal ex GST,leaf,annual_spine.csv,B40,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,22,0,Gross-to-net bridge audit,0,component_positive,gross_component,,965.562122,965.562122,965.562122,965.562122,True,True,gross_ped_revenue,965.562122,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,FED,LPG,gross_lpg_revenue,23.4714621,$m nominal ex GST,leaf,annual_spine.csv,B41,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,23,0,Gross-to-net bridge audit,0,component_positive,gross_component,,23.4714621,23.4714621,23.4714621,23.4714621,True,True,gross_lpg_revenue,23.4714621,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,FED,CNG,gross_cng_revenue,0.525,$m nominal ex GST,leaf,annual_spine.csv,B42,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,24,0,Gross-to-net bridge audit,0,component_positive,gross_component,,0.525,0.525,0.525,0.525,True,True,gross_cng_revenue,0.525,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,FED,Gross FED,gross_fed_revenue,989.5585841,$m nominal ex GST,aggregate,annual_spine.csv,B43,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,25,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,989.5585841,,False,False,gross_fed_revenue,,,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,-1.1368683772161603e-13,1.1368683772161603e-13,reconciled
BEFU26 official,2001,FY2001,FED,FED refunds,fed_refunds,19.0924444444444,$m nominal ex GST,deduction,annual_spine.csv,B44,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,26,0,Gross-to-net bridge audit,0,component_negative,deduction,,-19.0924444444444,-19.0924444444444,19.0924444444444,-19.0924444444444,True,True,fed_refunds,-19.0924444444444,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,FED,Net FED,net_fed_revenue,970.466139655556,$m nominal ex GST,aggregate,annual_spine.csv,B45,gross_fed_revenue - fed_refunds,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,27,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,970.466139655556,,False,False,net_fed_revenue,,,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,4.547473508864641e-13,4.547473508864641e-13,reconciled
BEFU26 official,2001,FY2001,MVR,MR1,mr1_revenue,148.136,$m nominal ex GST,leaf,annual_spine.csv,B48,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,28,0,Gross-to-net bridge audit,0,component_positive,gross_component,,148.136,148.136,148.136,148.136,True,True,mr1_revenue,148.136,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,MVR,MR2,mr2_revenue,26.677,$m nominal ex GST,leaf,annual_spine.csv,B49,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,29,0,Gross-to-net bridge audit,0,component_positive,gross_component,,26.677,26.677,26.677,26.677,True,True,mr2_revenue,26.677,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,MVR,MR13/COO,coo_revenue,5.927,$m nominal ex GST,deduction,annual_spine.csv,B50,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,30,0,Gross-to-net bridge audit,0,component_negative,admin_coo_deduction,MR13/COO is present in Gross MVR and Total admin fees; the bridge shows the gross add-back and the signed admin/COO deduction.,-5.927,-5.927,5.927,0.0,False,False,mvr_mr13_coo_internal_zero_net_pair,0.0,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,MVR,MR13/COO gross add-back,coo_gross_mvr_addback,5.927,$m nominal ex GST,bridge_addback,annual_spine.csv,B50,"Gross-to-net bridge add-back: Gross MVR already includes MR13/COO, so this positive row allows the explicit MR13/COO deduction to remain visible without changing Total NLTF revenue.",derived_bridge_addback,runtime_bridge_audit,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,,befu26_official,official_comparator,BEFU26,available,,3,31,0,Gross-to-net bridge audit,0,component_positive,gross_addback,"Gross-to-net bridge add-back: Gross MVR already includes MR13/COO, so this positive row allows the explicit MR13/COO deduction to remain visible without changing Total NLTF revenue.",5.927,5.927,5.927,0.0,False,False,mvr_mr13_coo_internal_zero_net_pair,0.0,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,MVR,Gross MVR,gross_mvr_revenue,180.74,$m nominal ex GST,aggregate,annual_spine.csv,B51,mr1_revenue + mr2_revenue + coo_revenue,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,32,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,180.74,,False,False,gross_mvr_revenue,,,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,0.0,0.0,reconciled
BEFU26 official,2001,FY2001,MVR,MVR admin,mvr_admin_revenue,26.501,$m nominal ex GST,deduction,annual_spine.csv,B52,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,33,0,Gross-to-net bridge audit,0,component_negative,deduction,,-26.501,-26.501,26.501,-26.501,True,True,mvr_admin_revenue,-26.501,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,MVR,MVR net admin & COO,mvr_revenue_net_admin_coo,148.312,$m nominal ex GST,aggregate,annual_spine.csv,B53,mr1_revenue + mr2_revenue - mvr_admin_revenue,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,34,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,148.312,,False,False,mvr_revenue_net_admin_coo,,,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,2.842170943040401e-14,2.842170943040401e-14,reconciled
BEFU26 official,2001,FY2001,MVR,MVR refunds,mvr_refunds,0.419,$m nominal ex GST,deduction,annual_spine.csv,B54,,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,35,0,Gross-to-net bridge audit,0,component_negative,deduction,,-0.419,-0.419,0.419,-0.419,True,True,mvr_refunds,-0.419,$m nominal ex GST,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,,,
BEFU26 official,2001,FY2001,MVR,MVR net admin/refunds/COO,net_mvr_revenue,147.893,$m nominal ex GST,aggregate,annual_spine.csv,B55,mvr_revenue_net_admin_coo - mvr_refunds,ACTUAL,BEFU26 official source row,,,,,,,,2000Q3; 2000Q4; 2001Q1; 2001Q2,2000Q3; 2000Q4; 2001Q1; 2001Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,36,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,147.893,,False,False,net_mvr_revenue,,,1641.1241245266667,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,total_nltf_net_revenue,Total NLTF revenue,-3.183231456205249e-12,balanced,1641.1241245266667,1641.12412452667,-3.183231456205249e-12,balanced,0.0,0.0,reconciled
